USERNAME, TIMESTAMP, ACTION, RESOURCE
tbbeard, 06/08/2017 11:48:14PM, update, appointment A003926
hflovell, 09/01/2017 05:25:31PM, update, appointment A003926
hflovell, 07/21/2015 02:39:45PM, update, appointment A003926
hflovell, 03/07/2016 09:48:00PM, update, appointment A003926
gphsu, 04/06/2016 11:21:53PM, update, appointment A003926
tbbeard, 03/03/2016 10:31:44PM, update, appointment A003926
ttschubert, 03/19/2015 09:28:01AM, update, appointment A003926
hqcooney, 10/15/2017 05:33:59PM, update, appointment A003926
tbbeard, 05/04/2015 10:38:53PM, update, appointment A003926
hqcooney, 10/01/2016 03:49:07AM, update, appointment A003926
hqcooney, 12/23/2016 03:27:37PM, update, appointment A003926
hqcooney, 01/15/2015 10:12:49PM, update, appointment A003926
gphsu, 08/12/2015 07:51:04PM, update, appointment A003879
gphsu, 06/02/2016 02:32:44AM, update, appointment A003423
ttschubert, 12/11/2017 10:01:17PM, update, appointment A003423
akbonilla, 11/04/2016 10:01:03AM, update, appointment A003423
hflovell, 07/04/2015 04:12:05AM, update, appointment A003423
akbonilla, 09/15/2015 05:13:34PM, update, appointment A003423
gphsu, 05/02/2015 05:26:32AM, update, appointment A003423
gphsu, 10/11/2016 02:23:51PM, update, appointment A003423
hqcooney, 07/01/2015 11:48:02PM, update, appointment A003423
akbonilla, 11/04/2017 07:18:17PM, update, appointment A003423
pdferrari, 10/16/2017 02:18:05PM, update, appointment A003423
akbonilla, 05/14/2015 10:05:59AM, update, appointment A003423
gphsu, 01/08/2016 05:39:30PM, update, appointment A003423
pdferrari, 04/26/2017 06:23:30PM, update, appointment A003423
pdferrari, 09/13/2016 06:25:10PM, update, appointment A003423
tbbeard, 01/10/2016 07:29:15PM, update, appointment A003423
akbonilla, 02/07/2016 11:20:37AM, update, appointment A003423
pdferrari, 10/19/2015 04:49:32AM, update, appointment A003423
gphsu, 03/20/2017 12:02:06AM, update, appointment A003423
gphsu, 12/04/2016 12:38:33PM, update, appointment A003423
pdferrari, 12/14/2015 04:00:29PM, update, appointment A003423
tbbeard, 12/27/2017 02:51:49AM, update, appointment A003423
akbonilla, 10/14/2017 09:26:06AM, update, appointment A003423
pdferrari, 02/27/2016 04:45:09PM, update, appointment A003423
ttschubert, 03/25/2017 09:53:36AM, update, appointment A003423
tbbeard, 01/16/2016 08:28:12PM, update, appointment A003423
hflovell, 04/14/2016 04:24:51AM, update, appointment A003423
hflovell, 11/23/2016 05:18:13AM, update, appointment A003423
tbbeard, 12/12/2015 12:20:42AM, update, appointment A003423
ttschubert, 06/27/2017 10:18:09PM, update, appointment A003188
pdferrari, 10/14/2017 11:23:22AM, update, appointment A003144
ttschubert, 02/19/2015 01:53:02PM, update, appointment A003144
hflovell, 11/03/2016 03:18:26PM, update, appointment A003144
hflovell, 06/18/2015 09:09:53PM, update, appointment A002865
ttschubert, 10/04/2016 12:34:38PM, update, appointment A002854
tbbeard, 08/05/2017 10:05:53AM, update, appointment A002854
gphsu, 01/27/2017 11:00:05PM, update, appointment A002854
hqcooney, 10/24/2016 02:12:26PM, update, appointment A002664
hqcooney, 02/12/2015 04:28:09AM, update, appointment A002664
akbonilla, 05/07/2015 06:32:38AM, update, appointment A002664
tbbeard, 11/21/2017 03:57:07AM, update, appointment A002664
akbonilla, 08/04/2016 05:04:55AM, update, appointment A002664
tbbeard, 09/04/2016 11:37:46AM, update, appointment A002664
hflovell, 02/26/2017 05:21:30PM, update, appointment A002664
tbbeard, 06/19/2015 11:25:32AM, update, appointment A002664
gphsu, 10/08/2015 05:42:49AM, update, appointment A002664
hflovell, 08/01/2015 02:53:08PM, update, appointment A002664
pdferrari, 06/16/2015 09:00:00AM, update, appointment A002664
gphsu, 01/05/2015 02:52:54AM, update, appointment A002664
gphsu, 10/09/2017 11:22:40PM, update, appointment A002664
hflovell, 05/05/2015 12:32:47PM, update, appointment A002664
pdferrari, 04/13/2016 11:12:03PM, update, appointment A002664
akbonilla, 04/18/2016 05:03:23PM, update, appointment A002664
akbonilla, 02/08/2016 02:33:35PM, update, appointment A002664
gphsu, 07/23/2015 01:07:44PM, update, appointment A002664
hflovell, 09/23/2017 12:54:38PM, update, appointment A002664
gphsu, 02/19/2016 02:54:11AM, update, appointment A002664
hqcooney, 01/12/2015 02:48:32AM, update, appointment A002664
hqcooney, 02/20/2017 06:54:05PM, update, appointment A002664
hflovell, 08/07/2016 12:36:45PM, update, appointment A002664
pdferrari, 06/16/2015 01:22:59PM, update, appointment A002664
hflovell, 11/10/2016 01:03:06AM, update, appointment A002664
gphsu, 11/25/2015 02:00:33AM, update, appointment A002211
ttschubert, 10/19/2015 03:19:56AM, update, appointment A002058
hqcooney, 10/07/2015 01:22:57AM, update, appointment A001949
akbonilla, 04/16/2017 05:12:31AM, update, appointment A000972
pdferrari, 09/07/2017 09:44:44PM, update, appointment A000972
hflovell, 10/10/2015 04:08:33AM, update, appointment A000972
akbonilla, 02/16/2016 04:30:47PM, update, appointment A000972
hflovell, 07/17/2016 11:03:31AM, update, appointment A000972
tbbeard, 10/25/2017 02:28:35AM, update, appointment A000560
gphsu, 06/22/2016 04:10:49AM, update, appointment A000122
tbbeard, 05/11/2015 12:21:27PM, update, ND code 89
tbbeard, 02/01/2017 04:16:37PM, update, ND code 196
hqcooney, 01/04/2017 11:59:47AM, update, ND code 144
akbonilla, 03/26/2017 01:43:10PM, update, ND code 144
ttschubert, 11/09/2016 05:55:25PM, update, ND code 144
ttschubert, 04/08/2016 07:21:04AM, update, ND code 144
pdferrari, 10/27/2017 03:55:50PM, update, LOINC code 85
hflovell, 08/03/2016 08:22:06PM, update, LOINC code 85
hqcooney, 09/14/2017 04:02:13PM, update, LOINC code 85
gphsu, 10/04/2017 12:29:46AM, update, LOINC code 85
hflovell, 04/17/2016 06:18:31AM, update, LOINC code 85
hqcooney, 12/15/2016 07:14:40PM, update, LOINC code 85
hqcooney, 07/07/2017 03:16:08PM, update, LOINC code 85
ttschubert, 01/12/2017 08:23:21AM, update, LOINC code 85
hflovell, 01/03/2017 08:45:28AM, update, LOINC code 85
akbonilla, 04/17/2017 12:42:38PM, update, LOINC code 85
ttschubert, 12/18/2016 12:01:36PM, update, LOINC code 85
tbbeard, 10/03/2015 06:38:41AM, update, LOINC code 85
akbonilla, 07/05/2016 04:07:16PM, update, LOINC code 85
pdferrari, 07/09/2017 10:54:48PM, update, LOINC code 85
hflovell, 08/04/2015 05:54:43PM, update, LOINC code 85
hqcooney, 08/22/2016 07:03:09AM, update, LOINC code 85
hqcooney, 10/27/2016 06:40:44PM, update, LOINC code 85
pdferrari, 07/17/2017 07:36:44AM, update, LOINC code 85
hflovell, 07/07/2015 06:26:00PM, update, LOINC code 256
pdferrari, 06/19/2016 12:27:49AM, update, LOINC code 126
hflovell, 05/11/2016 01:18:52AM, update, ICD-9 Code 992
akbonilla, 08/24/2017 07:09:42AM, update, ICD-9 Code 992
hflovell, 03/01/2017 04:42:16PM, update, ICD-9 Code 907
ttschubert, 08/23/2017 12:05:23AM, update, ICD-9 Code 907
ttschubert, 10/07/2016 04:04:09PM, update, ICD-9 Code 907
hqcooney, 04/11/2015 08:09:59PM, update, ICD-9 Code 907
tbbeard, 07/16/2017 06:35:22PM, update, ICD-9 Code 907
hflovell, 08/03/2016 07:57:45AM, update, ICD-9 Code 907
akbonilla, 05/02/2017 12:32:30AM, update, ICD-9 Code 907
ttschubert, 12/07/2015 02:14:39AM, update, ICD-9 Code 907
hqcooney, 09/08/2017 07:50:27PM, update, ICD-9 Code 907
hflovell, 02/08/2016 08:07:15AM, update, ICD-9 Code 907
gphsu, 03/15/2016 05:19:27PM, update, ICD-9 Code 907
tbbeard, 01/24/2016 06:55:48AM, update, ICD-9 Code 907
akbonilla, 09/03/2017 08:50:44AM, update, ICD-9 Code 907
pdferrari, 07/17/2015 03:59:06PM, update, ICD-9 Code 907
ttschubert, 02/08/2015 05:50:15PM, update, ICD-9 Code 907
pdferrari, 02/22/2016 07:35:24AM, update, ICD-9 Code 907
hqcooney, 03/20/2016 01:41:06AM, update, ICD-9 Code 907
ttschubert, 12/06/2015 07:31:06PM, update, ICD-9 Code 907
tbbeard, 01/14/2017 07:48:51PM, update, ICD-9 Code 907
ttschubert, 06/20/2015 06:48:58AM, update, ICD-9 Code 907
tbbeard, 05/27/2017 03:52:47AM, update, ICD-9 Code 721
hqcooney, 12/01/2017 07:52:33AM, update, ICD-9 Code 623
pdferrari, 05/02/2016 11:00:04AM, update, ICD-9 Code 583
hqcooney, 12/24/2015 05:20:23AM, update, ICD-9 Code 574
pdferrari, 02/26/2016 05:06:08AM, update, ICD-9 Code 55
hqcooney, 01/02/2017 02:15:01AM, update, ICD-9 Code 55
hqcooney, 12/07/2017 03:17:10PM, update, ICD-9 Code 526
akbonilla, 02/09/2016 05:18:56AM, update, ICD-9 Code 381
pdferrari, 01/17/2016 05:31:32AM, update, ICD-9 Code 381
tbbeard, 09/02/2015 09:09:55AM, update, ICD-9 Code 381
akbonilla, 05/18/2015 06:44:54PM, update, ICD-9 Code 381
hflovell, 02/18/2015 04:38:10PM, update, ICD-9 Code 381
hqcooney, 05/09/2017 02:12:33AM, update, ICD-9 Code 381
hflovell, 04/21/2015 11:20:44AM, update, ICD-9 Code 381
akbonilla, 05/27/2017 12:45:36PM, update, ICD-9 Code 381
hqcooney, 10/09/2015 11:20:06AM, update, ICD-9 Code 381
hqcooney, 01/04/2015 11:45:54AM, update, ICD-9 Code 381
hqcooney, 07/07/2016 12:25:16AM, update, ICD-9 Code 381
hqcooney, 05/06/2017 03:33:30AM, update, ICD-9 Code 381
hqcooney, 06/15/2016 01:36:55AM, update, ICD-9 Code 381
pdferrari, 10/01/2015 04:29:31PM, update, ICD-9 Code 381
akbonilla, 08/19/2017 04:03:25AM, update, ICD-9 Code 381
pdferrari, 02/23/2015 04:40:30AM, update, ICD-9 Code 338
ttschubert, 06/16/2017 05:28:54AM, update, ICD-9 Code 338
pdferrari, 01/14/2015 06:22:15AM, update, ICD-9 Code 199
pdferrari, 06/03/2016 07:00:16PM, update, ICD-9 Code 1161
gphsu, 10/13/2016 08:37:47PM, update, ICD-10 Code 987
akbonilla, 11/04/2016 05:22:59AM, update, ICD-10 Code 987
hflovell, 03/14/2017 01:32:06PM, update, ICD-10 Code 987
akbonilla, 03/26/2016 10:44:00AM, update, ICD-10 Code 987
tbbeard, 08/24/2015 05:07:10AM, update, ICD-10 Code 987
akbonilla, 05/09/2016 12:34:07AM, update, ICD-10 Code 987
tbbeard, 04/18/2017 09:43:05AM, update, ICD-10 Code 987
gphsu, 12/13/2015 02:02:29PM, update, ICD-10 Code 987
gphsu, 12/02/2017 02:30:35PM, update, ICD-10 Code 987
pdferrari, 11/20/2015 03:01:03AM, update, ICD-10 Code 987
akbonilla, 12/08/2017 05:07:26PM, update, ICD-10 Code 987
pdferrari, 09/17/2015 07:18:53PM, update, ICD-10 Code 987
ttschubert, 03/01/2016 11:01:39PM, update, ICD-10 Code 987
pdferrari, 02/15/2015 08:42:23PM, update, ICD-10 Code 987
akbonilla, 09/07/2016 08:35:55PM, update, ICD-10 Code 987
pdferrari, 02/21/2017 07:25:12AM, update, ICD-10 Code 987
pdferrari, 04/08/2015 08:02:30PM, update, ICD-10 Code 987
hflovell, 12/12/2017 07:04:29PM, update, ICD-10 Code 987
hflovell, 04/14/2017 11:55:12PM, update, ICD-10 Code 987
gphsu, 09/08/2016 07:01:50PM, update, ICD-10 Code 987
hqcooney, 11/23/2016 04:40:30AM, update, ICD-10 Code 987
hflovell, 06/20/2016 11:35:11PM, update, ICD-10 Code 987
pdferrari, 10/01/2015 01:07:56PM, update, ICD-10 Code 987
tbbeard, 08/20/2017 04:36:15AM, update, ICD-10 Code 987
tbbeard, 06/11/2017 09:30:48AM, update, ICD-10 Code 987
hflovell, 09/13/2017 07:24:52AM, update, ICD-10 Code 987
gphsu, 04/09/2017 05:34:50AM, update, ICD-10 Code 987
tbbeard, 04/09/2017 11:13:01AM, update, ICD-10 Code 987
gphsu, 11/07/2015 05:48:16PM, update, ICD-10 Code 987
tbbeard, 07/23/2016 08:00:51PM, update, ICD-10 Code 987
hqcooney, 01/04/2016 10:29:09PM, update, ICD-10 Code 987
pdferrari, 08/06/2016 02:38:52PM, update, ICD-10 Code 987
akbonilla, 06/09/2015 04:04:08PM, update, ICD-10 Code 987
hflovell, 08/20/2016 12:59:44PM, update, ICD-10 Code 987
gphsu, 08/22/2017 11:39:56AM, update, ICD-10 Code 987
ttschubert, 02/16/2017 06:42:29AM, update, ICD-10 Code 987
hflovell, 05/07/2015 03:57:03AM, update, ICD-10 Code 987
ttschubert, 06/01/2016 12:59:08PM, update, ICD-10 Code 987
ttschubert, 11/10/2015 11:40:33PM, update, ICD-10 Code 987
tbbeard, 04/08/2016 01:35:15AM, update, ICD-10 Code 987
hqcooney, 03/05/2015 10:54:38AM, update, ICD-10 Code 987
pdferrari, 09/04/2015 05:29:26PM, update, ICD-10 Code 987
ttschubert, 01/17/2015 07:57:16AM, update, ICD-10 Code 987
hflovell, 02/18/2016 10:40:56AM, update, ICD-10 Code 987
hflovell, 09/10/2016 03:12:59AM, update, ICD-10 Code 987
hqcooney, 11/17/2015 03:51:40PM, update, ICD-10 Code 987
akbonilla, 05/25/2017 10:11:43AM, update, ICD-10 Code 987
akbonilla, 07/20/2017 04:46:52AM, update, ICD-10 Code 839
hflovell, 05/04/2017 08:45:31PM, update, ICD-10 Code 815
pdferrari, 03/14/2016 01:54:30PM, update, ICD-10 Code 773
gphsu, 08/14/2016 05:48:12AM, update, ICD Code 480
akbonilla, 06/11/2017 06:04:08AM, update, ICD Code 480
tbbeard, 12/04/2017 12:12:29AM, update, ICD Code 480
tbbeard, 10/24/2016 10:30:51AM, update, ICD Code 480
hflovell, 11/19/2017 09:48:27AM, update, ICD Code 380
gphsu, 04/03/2016 03:49:31PM, update, ICD Code 167
akbonilla, 09/21/2015 01:13:13PM, update, HL7 Code 459
tbbeard, 02/18/2016 10:44:36PM, unmerge, system alert CA04684
akbonilla, 09/04/2017 06:04:02AM, unmerge, system alert CA04657
akbonilla, 03/11/2016 01:26:57AM, unmerge, system alert CA04657
ttschubert, 06/26/2015 12:50:01AM, unmerge, system alert CA04657
hqcooney, 01/01/2016 10:14:16PM, unmerge, system alert CA04512
gphsu, 03/05/2017 06:26:21AM, unmerge, system alert CA04374
tbbeard, 06/02/2016 05:21:53PM, unmerge, system alert CA04328
hflovell, 08/05/2017 05:31:18AM, unmerge, system alert CA04328
pdferrari, 03/26/2015 08:50:10PM, unmerge, system alert CA04016
hflovell, 02/19/2015 04:45:09AM, unmerge, system alert CA03912
hflovell, 08/24/2016 09:16:04AM, unmerge, system alert CA03912
gphsu, 03/25/2015 01:23:12AM, unmerge, system alert CA03912
pdferrari, 12/01/2015 08:02:22AM, unmerge, system alert CA03912
gphsu, 02/26/2015 10:53:29AM, unmerge, system alert CA03912
gphsu, 08/21/2017 02:02:57AM, unmerge, system alert CA03912
hflovell, 07/09/2017 03:34:42PM, unmerge, system alert CA03912
akbonilla, 06/06/2016 03:02:34AM, unmerge, system alert CA03912
ttschubert, 01/16/2016 01:49:51AM, unmerge, system alert CA03912
gphsu, 06/21/2016 01:30:34PM, unmerge, system alert CA03912
gphsu, 11/25/2015 08:18:22AM, unmerge, system alert CA03912
hqcooney, 10/27/2016 06:37:09AM, unmerge, system alert CA03912
hqcooney, 07/14/2016 03:31:36PM, unmerge, system alert CA03821
pdferrari, 01/27/2016 04:00:39AM, unmerge, system alert CA03534
ttschubert, 01/14/2017 09:05:45AM, unmerge, system alert CA03534
hqcooney, 08/12/2016 10:18:00AM, unmerge, system alert CA03140
akbonilla, 03/23/2016 03:19:06PM, unmerge, system alert CA03140
hqcooney, 04/22/2016 02:19:02AM, unmerge, system alert CA02985
gphsu, 05/01/2017 10:22:43AM, unmerge, system alert CA02985
akbonilla, 06/03/2017 04:47:46PM, unmerge, system alert CA02985
hqcooney, 07/01/2017 03:48:58AM, unmerge, system alert CA02985
tbbeard, 05/26/2016 10:30:03PM, unmerge, system alert CA02985
gphsu, 04/23/2017 06:48:52PM, unmerge, system alert CA02985
akbonilla, 12/10/2017 07:42:49PM, unmerge, system alert CA02985
hflovell, 10/27/2016 08:17:46PM, unmerge, system alert CA02985
akbonilla, 03/16/2017 10:17:35AM, unmerge, system alert CA02985
tbbeard, 06/05/2017 11:23:32PM, unmerge, system alert CA02985
pdferrari, 01/12/2016 05:19:18PM, unmerge, system alert CA02985
pdferrari, 12/20/2016 05:45:41PM, unmerge, system alert CA02985
gphsu, 12/15/2016 10:21:21AM, unmerge, system alert CA02985
gphsu, 06/13/2017 07:28:23AM, unmerge, system alert CA02985
tbbeard, 07/17/2017 02:11:42AM, unmerge, system alert CA02985
hqcooney, 01/27/2015 02:24:59AM, unmerge, system alert CA02985
hqcooney, 12/19/2017 05:04:15PM, unmerge, system alert CA02985
akbonilla, 07/10/2016 09:14:34PM, unmerge, system alert CA02985
pdferrari, 09/06/2016 10:18:24PM, unmerge, system alert CA02985
gphsu, 08/11/2016 06:40:05PM, unmerge, system alert CA02985
ttschubert, 05/15/2017 09:30:06PM, unmerge, system alert CA02985
pdferrari, 12/22/2015 09:17:01AM, unmerge, system alert CA02985
pdferrari, 03/17/2017 02:30:55PM, unmerge, system alert CA02985
ttschubert, 03/26/2015 10:41:51AM, unmerge, system alert CA02985
hflovell, 06/11/2016 05:12:22PM, unmerge, system alert CA02985
akbonilla, 02/27/2015 04:20:42AM, unmerge, system alert CA02985
ttschubert, 06/08/2015 03:10:42PM, unmerge, system alert CA02985
hqcooney, 12/21/2015 08:21:44AM, unmerge, system alert CA02985
ttschubert, 11/18/2017 10:11:20AM, unmerge, system alert CA02985
hflovell, 11/11/2017 10:24:49PM, unmerge, system alert CA02985
pdferrari, 09/05/2015 12:19:03PM, unmerge, system alert CA02985
hflovell, 05/04/2015 09:08:17AM, unmerge, system alert CA02985
pdferrari, 03/15/2016 05:31:14PM, unmerge, system alert CA02985
akbonilla, 03/18/2015 01:42:05AM, unmerge, system alert CA02735
gphsu, 01/10/2017 10:27:07AM, unmerge, system alert CA02569
ttschubert, 09/19/2017 02:02:36AM, unmerge, system alert CA01775
hflovell, 03/25/2017 12:38:51PM, unmerge, system alert CA01761
pdferrari, 05/19/2015 01:02:29AM, unmerge, system alert CA01761
gphsu, 01/16/2016 04:53:28AM, unmerge, system alert CA01761
tbbeard, 08/05/2016 02:19:53AM, unmerge, system alert CA01761
gphsu, 07/04/2015 09:50:25AM, unmerge, system alert CA01761
hflovell, 02/19/2015 04:23:21PM, unmerge, system alert CA01761
akbonilla, 02/03/2015 08:52:59PM, unmerge, system alert CA01761
tbbeard, 04/11/2015 02:42:42PM, unmerge, system alert CA01761
pdferrari, 10/19/2016 01:37:36AM, unmerge, system alert CA01761
tbbeard, 01/02/2015 03:18:40AM, unmerge, system alert CA01761
akbonilla, 04/01/2016 01:34:00PM, unmerge, system alert CA01761
hflovell, 11/10/2016 03:15:31PM, unmerge, system alert CA01761
hflovell, 11/24/2017 02:57:38PM, unmerge, system alert CA01761
ttschubert, 08/19/2015 02:41:33PM, unmerge, system alert CA01761
akbonilla, 10/10/2016 01:55:01AM, unmerge, system alert CA01761
ttschubert, 12/19/2015 02:43:57AM, unmerge, system alert CA01761
akbonilla, 07/07/2016 09:18:43AM, unmerge, system alert CA01761
pdferrari, 07/02/2015 05:34:16AM, unmerge, system alert CA01761
pdferrari, 04/14/2017 02:29:46PM, unmerge, system alert CA01761
hflovell, 11/20/2015 01:42:22PM, unmerge, system alert CA01761
akbonilla, 06/12/2015 04:48:28AM, unmerge, system alert CA01761
akbonilla, 11/14/2017 09:36:42PM, unmerge, system alert CA01761
hqcooney, 03/25/2017 11:22:01PM, unmerge, system alert CA01761
hflovell, 12/07/2015 05:39:30PM, unmerge, system alert CA01761
ttschubert, 05/06/2015 06:39:51PM, unmerge, system alert CA01761
hqcooney, 03/24/2017 02:47:28PM, unmerge, system alert CA01761
akbonilla, 01/02/2016 07:07:15AM, unmerge, system alert CA01761
tbbeard, 05/24/2017 02:24:57PM, unmerge, system alert CA01761
tbbeard, 02/18/2016 01:17:42AM, unmerge, system alert CA01761
ttschubert, 02/27/2017 03:19:48AM, unmerge, system alert CA01761
hqcooney, 11/17/2015 11:52:50PM, unmerge, system alert CA01761
tbbeard, 07/12/2017 07:16:03AM, unmerge, system alert CA01761
akbonilla, 06/15/2015 12:01:04PM, unmerge, system alert CA01761
hqcooney, 10/09/2016 06:47:52AM, unmerge, system alert CA01761
akbonilla, 07/02/2017 05:56:40PM, unmerge, system alert CA01761
ttschubert, 12/20/2015 01:11:18PM, unmerge, system alert CA01761
akbonilla, 11/20/2016 10:03:27AM, unmerge, system alert CA01761
hqcooney, 12/27/2015 06:56:24AM, unmerge, system alert CA01210
hqcooney, 04/01/2017 03:24:14AM, unmerge, system alert CA01192
akbonilla, 09/22/2017 04:30:10AM, unmerge, system alert CA01192
pdferrari, 01/13/2016 02:07:40AM, unmerge, system alert CA01046
ttschubert, 01/27/2016 08:52:48AM, unmerge, system alert CA01046
hqcooney, 09/03/2017 05:39:56PM, unmerge, system alert CA01046
hflovell, 08/07/2016 04:25:37AM, unmerge, system alert CA01046
gphsu, 12/20/2017 01:37:46PM, unmerge, system alert CA01046
akbonilla, 02/08/2017 12:55:21AM, unmerge, system alert CA01046
akbonilla, 07/01/2016 10:19:18PM, unmerge, system alert CA01046
hqcooney, 08/03/2017 02:00:38PM, unmerge, system alert CA01046
hqcooney, 04/03/2016 02:18:48AM, unmerge, system alert CA01046
gphsu, 05/10/2017 04:04:50AM, unmerge, system alert CA01046
tbbeard, 10/07/2017 01:07:02PM, unmerge, system alert CA01046
ttschubert, 03/16/2017 05:06:25PM, unmerge, system alert CA01046
gphsu, 07/08/2017 08:17:47AM, unmerge, system alert CA01046
gphsu, 11/25/2015 04:27:47AM, unmerge, system alert CA01046
pdferrari, 10/26/2017 12:36:42PM, unmerge, system alert CA01046
hqcooney, 12/11/2016 04:57:18AM, unmerge, system alert CA01046
gphsu, 08/08/2017 12:51:34PM, unmerge, system alert CA01046
hflovell, 02/23/2015 02:47:35AM, unmerge, system alert CA01046
ttschubert, 09/07/2016 02:35:20PM, unmerge, system alert CA01046
ttschubert, 02/21/2017 09:52:13AM, unmerge, system alert CA01046
gphsu, 01/23/2015 06:40:30AM, unmerge, system alert CA01046
ttschubert, 02/23/2017 09:52:50AM, unmerge, system alert CA01046
akbonilla, 12/13/2015 03:57:39PM, unmerge, system alert CA01046
ttschubert, 04/27/2017 01:01:31PM, unmerge, system alert CA01046
ttschubert, 09/10/2016 05:29:40AM, unmerge, system alert CA01046
tbbeard, 06/07/2015 04:03:14PM, unmerge, system alert CA01046
hqcooney, 09/04/2016 08:23:54PM, unmerge, system alert CA01046
gphsu, 04/17/2017 02:04:00AM, unmerge, system alert CA01046
ttschubert, 05/20/2015 03:19:29PM, unmerge, system alert CA01046
hqcooney, 11/08/2017 08:51:57PM, unmerge, system alert CA01046
tbbeard, 08/10/2016 02:22:13PM, unmerge, system alert CA01046
tbbeard, 08/03/2015 11:27:04PM, unmerge, system alert CA01046
tbbeard, 04/21/2016 02:52:55PM, unmerge, system alert CA01046
ttschubert, 12/17/2016 04:42:09AM, unmerge, system alert CA00819
pdferrari, 05/12/2015 07:14:53AM, unmerge, system alert CA00710
tbbeard, 11/17/2016 01:44:25PM, unmerge, system alert CA00519
tbbeard, 04/26/2016 05:43:01PM, unmerge, system alert CA00473
tbbeard, 10/06/2015 07:16:13AM, unmerge, system alert CA00448
tbbeard, 04/25/2017 10:13:58PM, unmerge, system alert CA00432
akbonilla, 04/22/2015 12:12:15PM, unmerge, system alert CA00432
ttschubert, 06/05/2016 01:58:25AM, unmerge, system alert CA00373
tbbeard, 04/23/2015 05:31:05PM, unmerge, system alert CA00323
hqcooney, 09/09/2016 01:02:54PM, unmerge, patient specific instructions A891
ttschubert, 08/14/2015 04:05:58AM, unmerge, patient specific instructions A873
tbbeard, 06/12/2016 10:22:44AM, unmerge, patient specific instructions A873
tbbeard, 01/18/2016 10:38:20AM, unmerge, patient specific instructions A873
ttschubert, 08/14/2017 10:55:31PM, unmerge, patient specific instructions A873
ttschubert, 04/20/2015 10:25:45AM, unmerge, patient specific instructions A873
akbonilla, 02/17/2016 01:34:52PM, unmerge, patient specific instructions A873
hqcooney, 11/05/2015 08:53:55PM, unmerge, patient specific instructions A873
pdferrari, 09/21/2017 11:30:07PM, unmerge, patient specific instructions A873
tbbeard, 05/09/2015 08:07:20PM, unmerge, patient specific instructions A873
pdferrari, 02/04/2017 06:24:39AM, unmerge, patient specific instructions A873
akbonilla, 09/09/2016 05:29:41PM, unmerge, patient specific instructions A873
hqcooney, 10/17/2016 09:46:35AM, unmerge, patient specific instructions A873
pdferrari, 09/10/2015 07:40:01AM, unmerge, patient specific instructions A873
hqcooney, 10/09/2015 10:38:01AM, unmerge, patient specific instructions A873
ttschubert, 05/03/2015 08:35:53AM, unmerge, patient specific instructions A873
ttschubert, 05/21/2017 06:03:12AM, unmerge, patient specific instructions A873
gphsu, 10/02/2016 05:58:28PM, unmerge, patient specific instructions A873
akbonilla, 05/24/2016 03:52:45AM, unmerge, patient specific instructions A873
hflovell, 09/26/2017 03:05:05PM, unmerge, patient specific instructions A873
akbonilla, 09/16/2016 02:23:09PM, unmerge, patient specific instructions A67
pdferrari, 06/23/2017 01:31:32PM, unmerge, patient specific instructions A395
tbbeard, 04/11/2017 04:57:45PM, unmerge, patient specific instructions A284
gphsu, 05/07/2017 06:32:15AM, unmerge, patient specific instructions A284
pdferrari, 08/08/2017 04:46:47PM, unmerge, patient specific instructions A284
pdferrari, 02/18/2017 10:55:37PM, unmerge, patient specific instructions A284
akbonilla, 05/26/2017 07:29:22PM, unmerge, patient specific instructions A284
akbonilla, 12/13/2015 12:46:45PM, unmerge, patient specific instructions A284
gphsu, 08/04/2016 03:10:07AM, unmerge, patient specific instructions A284
ttschubert, 05/01/2017 09:04:33AM, unmerge, patient specific instructions A284
ttschubert, 10/20/2016 01:24:04AM, unmerge, patient specific instructions A284
akbonilla, 06/07/2015 12:48:31AM, unmerge, patient specific instructions A284
ttschubert, 11/17/2017 08:23:53PM, unmerge, patient specific instructions A284
hflovell, 06/24/2015 03:00:12AM, unmerge, patient specific instructions A284
gphsu, 09/04/2017 10:51:30AM, unmerge, patient specific instructions A284
gphsu, 05/20/2017 05:56:51AM, unmerge, patient specific instructions A284
tbbeard, 10/22/2015 09:22:55PM, unmerge, patient specific instructions A284
hqcooney, 05/14/2015 12:37:29AM, unmerge, patient specific instructions A284
hflovell, 02/24/2017 06:53:52AM, unmerge, patient specific instructions A1179
tbbeard, 04/17/2016 10:51:45PM, unmerge, patient specific instructions A1179
akbonilla, 07/04/2017 01:17:35AM, unmerge, patient specific instructions A1179
gphsu, 02/22/2015 09:43:48PM, unmerge, patient specific instructions A1018
akbonilla, 10/22/2016 06:17:35PM, unmerge, office visit OV04998
gphsu, 03/27/2016 09:39:00PM, unmerge, office visit OV04721
hflovell, 04/11/2015 10:44:35AM, unmerge, office visit OV04643
hqcooney, 09/13/2016 05:56:22AM, unmerge, office visit OV04415
tbbeard, 09/18/2015 02:32:39AM, unmerge, office visit OV04415
ttschubert, 01/15/2017 06:15:55AM, unmerge, office visit OV04031
gphsu, 05/13/2015 01:56:48PM, unmerge, office visit OV04031
gphsu, 12/02/2015 05:31:13AM, unmerge, office visit OV04031
ttschubert, 10/20/2016 06:10:30PM, unmerge, office visit OV04031
hqcooney, 02/05/2015 04:25:21AM, unmerge, office visit OV03449
hqcooney, 04/02/2016 07:56:27AM, unmerge, office visit OV03280
